Student ID,Gender,Age,School,math_score,reading_score,writing_score,class_performance
3534,Male,17,A,65,53,54,F
3535,Male,19,D,,43,34,F
3536,Female,19,C,49,48,49,F
3537,Male,20,C,63,55,54,F
3538,Male,21,E,52,99,45,D
3539,Female,19,C,44,44,65,F
3540,Female,17,C,53,53,65,F
3541,Female,17,B,84,68,86,C
3542,Female,18,B,69,,42,D
3543,Female,19,A,53,93,90,C
3544,Female,17,C,40,43,63,F
3545,Female,20,B,32,84,43,F
3546,Male,21,B,84,97,32,C
3547,Female,20,C,43,36,25,F
3548,Female,21,B,74,92,88,B
3549,Male,17,D,56,71,73,D
3550,Female,20,C,78,38,88,D
3551,Male,21,B,60,98,38,D
3552,Male,21,A,50,34,66,F
3553,Male,18,D,94,62,48,D
3554,Female,17,C,87,54,70,C
3555,Female,19,B,80,91,43,C
3556,Male,20,E,84,31,72,D
3557,Female,21,A,56,35,93,D
3558,Female,18,A,43,47,57,F
3559,Male,18,B,34,64,30,F
3560,Male,21,A,83,89,34,D
3561,Female,18,D,65,64,31,F
3562,Male,21,B,39,80,3,F
3563,Female,20,B,73,67,73,C
3564,Female,21,E,,98,33,D
3565,Male,20,D,33,90,33,F
3566,Female,19,C,55,99,43,D
3567,Male,19,E,30,41,52,F
3568,Female,19,A,68,89,46,D
3569,Male,20,E,,65,49,F
3570,Male,18,E,57,66,58,D
3571,Male,18,D,75,45,47,F
3572,Male,17,C,51,48,28,F
3573,Female,20,C,91,67,87,B
3574,Female,19,C,69,96,81,B
3575,Female,19,B,28,99,60,D
3576,Female,18,E,73,87,95,B
3577,Male,21,A,37,93,84,C
3578,Female,20,E,98,66,80,B
3579,Male,20,E,63,,87,C
3580,Male,17,E,85,79,100,B
3581,Male,20,E,92,,58,C
3582,Male,18,B,94,,51,D
3583,Female,19,A,53,80,69,D
3584,Female,19,D,54,38,32,F
3585,Male,19,E,61,39,62,F
3586,Male,19,A,85,88,35,D
3587,Male,20,C,84,48,52,D
3588,Female,21,A,97,52,74,C
3589,Female,17,D,45,70,57,F
3590,Male,19,B,42,72,55,F
3591,Female,20,E,70,,31,F
3592,Female,17,C,81,56,51,D
3593,Male,20,E,75,,79,C
3594,Female,19,D,74,69,61,D
3595,Female,20,A,25,39,44,F
3596,Male,21,B,40,35,66,F
3597,Male,19,B,97,58,51,D
3598,Male,17,A,26,88,36,F
3599,Female,17,E,27,62,83,F
3600,Male,18,B,64,87,99,B
3601,Male,21,B,,58,60,F
3602,Male,17,A,65,,39,D
3603,Female,17,A,39,35,,F
3604,Male,18,E,87,40,51,F
3605,Male,21,C,96,,39,D
3606,Female,18,A,,47,47,F
3607,Female,17,A,54,58,82,D
3608,Male,18,A,94,98,34,C
3609,Male,19,B,57,90,40,D
3610,Female,20,D,77,72,68,C
3611,Male,20,B,43,94,,D
3612,Male,17,E,44,73,37,F
3613,Male,17,D,32,80,57,F
3614,Male,18,E,68,37,68,F
3615,Male,17,E,73,30,99,D
3616,Female,18,B,,32,84,F
3617,Female,18,B,56,93,48,D
3618,Male,21,E,41,61,82,D
3619,Male,20,B,62,93,66,C
3620,Female,20,B,63,76,64,D
3621,Male,17,E,89,61,30,D
3622,Female,21,C,48,39,59,F
3623,Female,19,D,74,42,39,F
3624,Male,17,E,26,69,41,F
3625,Female,18,A,77,36,41,F
3626,Female,20,A,95,,63,C
3627,Male,21,A,57,,28,F
3628,Male,18,E,34,94,61,D
3629,Male,17,E,68,28,70,F
3630,Male,19,C,61,60,74,D
3631,Female,20,B,53,29,49,F
3632,Female,21,C,56,40,95,D
3633,Male,18,B,,92,42,D
3634,Male,18,A,80,84,90,B
3635,Male,20,A,87,56,51,D
3636,Male,17,C,71,27,96,D
3637,Female,20,D,30,60,85,F
3638,Female,18,A,57,,49,F
3639,Male,20,E,46,29,88,F
3640,Male,17,A,83,93,55,C
3641,Male,20,E,38,35,33,F
3642,Male,19,A,71,83,92,B
3643,Male,21,E,69,68,43,D
3644,Female,21,D,87,95,48,C
3645,Female,19,D,71,89,29,D
3646,Male,21,E,56,65,61,D
3647,Male,21,B,99,42,78,C
3648,Female,19,C,100,97,85,A
3649,Female,19,B,59,57,36,F
3650,Male,17,D,,63,45,D
3651,Female,19,C,86,27,75,D
3652,Female,18,D,37,70,94,D
3653,Male,19,C,90,58,40,D
3654,Female,18,C,42,49,35,F
3655,Female,18,C,40,51,27,F
3656,Female,18,D,98,95,70,B
3657,Male,17,C,79,,80,D
3658,Male,21,E,94,98,97,A
3659,Male,20,A,40,50,68,F
3660,Female,21,C,26,34,52,F
3661,Female,20,C,,58,84,D
3662,Female,17,D,46,97,30,F
3663,Female,17,D,56,33,98,D
3664,Male,19,B,84,87,92,B
3665,Male,19,D,85,94,43,C
3666,Female,17,A,37,46,71,F
3667,Male,19,C,94,85,28,D
3668,Male,18,E,94,37,73,D
3669,Female,19,A,45,73,68,D
3670,Male,17,B,44,76,85,D
3671,Male,18,D,41,41,79,F
3672,Male,19,C,46,94,65,D
3673,Male,21,D,54,80,67,D
3674,Female,19,E,69,60,87,C
3675,Female,19,D,72,50,26,F
3676,Male,21,C,90,66,51,D
3677,Female,21,D,33,37,65,F
3678,Male,21,B,72,81,44,D
3679,Female,17,B,39,56,66,F
3680,Female,19,A,72,77,100,B
3681,Female,17,D,61,64,43,F
3682,Male,19,B,58,81,45,D
3683,Male,21,D,92,44,67,D
3684,Female,18,E,33,57,34,F
3685,Female,21,C,66,67,61,D
3686,Male,17,A,78,36,52,F
3687,Male,18,C,95,,63,B
3688,Male,17,A,82,79,82,B
3689,Male,17,E,53,92,65,C
3690,Male,17,C,50,56,,D
3691,Female,21,C,74,85,76,C
3692,Female,17,B,75,58,88,C
3693,Female,18,A,52,46,33,F
3694,Female,18,D,63,75,53,D
3695,Male,18,B,44,44,95,D
3696,Male,18,C,51,73,71,D
3697,Male,21,D,,28,26,F
3698,Male,19,D,42,71,74,D
3699,Male,19,E,30,86,66,D
3700,Male,19,A,,96,52,C
3701,Male,20,E,95,69,62,C
3702,Male,20,A,60,35,29,F
3703,Male,17,C,62,40,65,F
3704,Female,21,E,41,58,41,F
3705,Male,21,A,73,66,57,D
3706,Female,20,A,,81,70,D
3707,Male,21,E,61,10,55,F
3708,Female,19,E,95,40,73,D
3709,Female,21,D,89,36,89,C
3710,Female,17,E,60,69,78,D
3711,Male,20,C,89,29,87,D
3712,Male,19,C,35,30,92,F
3713,Male,17,A,,29,28,F
3714,Female,17,D,,38,27,F
3715,Female,21,E,32,82,97,C
3716,Male,18,B,25,58,58,F
3717,Male,19,B,54,79,28,F
3718,Male,18,D,81,89,65,C
3719,Female,18,A,74,54,35,F
3720,Female,21,B,31,77,66,F
3721,Female,19,E,63,60,100,C
3722,Male,18,E,74,66,37,F
3723,Female,20,B,65,94,86,B
3724,Male,21,D,83,29,42,F
3725,Male,21,D,2,52,61,F
3726,Male,21,A,97,65,76,C
3727,Female,21,B,100,38,99,C
3728,Male,20,E,94,42,60,D
3729,Male,19,D,26,73,89,D
3730,Female,21,D,,79,48,C
3731,Male,21,A,41,59,93,D
3732,Female,21,C,42,33,85,F
3733,Male,17,A,69,37,26,F
3734,Female,17,B,53,68,39,F
3735,Male,20,C,48,30,40,F
3736,Female,20,A,63,98,89,B
3737,Female,18,C,92,73,83,B
3738,Male,21,E,94,37,99,C
3739,Male,19,D,41,72,66,F
3740,Male,21,B,44,56,85,D
3741,Male,21,E,74,64,84,C
3742,Female,18,D,90,83,91,B
3743,Female,17,C,73,30,62,F
3744,Female,21,E,96,54,80,C
3745,Female,21,C,95,52,28,F
3746,Male,21,E,75,46,34,F
3747,Female,20,D,44,19,75,C
3748,Female,17,B,,70,54,F
3749,Male,17,C,29,73,26,F
3750,Male,19,D,47,71,32,F
3751,Female,19,C,81,27,66,F
3752,Female,18,C,73,60,67,D
3753,Male,21,A,59,73,,C
3754,Female,17,D,90,53,,D
3755,Female,19,D,,59,27,F
3756,Male,17,E,98,56,47,D
3757,Male,21,D,76,68,83,C
3758,Male,17,D,81,78,38,D
3759,Female,17,E,59,30,42,F
3760,Female,21,B,48,91,83,C
3761,Female,21,D,56,,48,D
3762,Female,19,E,25,33,92,F
3763,Female,21,A,86,21,57,D
3764,Female,21,E,53,70,81,D
3765,Male,21,D,35,29,98,F
3766,Female,21,E,95,52,71,C
3767,Female,19,E,23,43,56,D
3768,Male,21,D,31,100,81,C
3769,Male,20,D,95,46,56,D
3770,Male,21,D,30,75,49,F
3771,Male,17,E,34,94,73,D
3772,Male,17,D,,96,46,C
3773,Male,21,D,60,95,26,D
3774,Female,18,D,68,93,26,D
3775,Male,21,A,42,68,49,F
3776,Female,18,D,36,54,69,F
3777,Male,17,B,56,52,31,F
3778,Male,21,C,53,59,45,F
3779,Female,19,B,34,38,38,F
3780,Female,19,D,75,90,26,D
3781,Female,20,C,28,83,60,F
3782,Female,20,A,62,73,59,D
3783,Female,17,D,81,45,43,F
3784,Male,20,D,93,39,35,F
3785,Male,21,C,48,42,29,F
3786,Male,17,B,58,26,59,F
3787,Female,21,A,35,52,84,F
3788,Female,17,D,96,30,81,D
3789,Male,21,A,53,97,64,C
3790,Female,21,E,25,83,80,D
3791,Male,17,D,59,,46,F
3792,Male,19,E,63,80,55,D
3793,Female,21,A,99,34,34,F
3794,Male,19,B,60,54,40,F
3795,Female,17,D,62,32,,D
3796,Male,20,C,38,28,36,F
3797,Female,18,A,34,46,35,F
3798,Female,17,C,55,49,67,F
3799,Female,19,A,51,100,100,B
3800,Female,19,C,36,49,68,F
3801,Male,18,A,83,30,65,F
3802,Male,20,D,32,55,72,F
3803,Male,18,C,82,100,98,A
3804,Male,17,A,53,86,45,D
3805,Male,17,C,51,79,64,D
3806,Female,20,B,65,57,80,D
3807,Female,20,E,42,83,50,F
3808,Male,17,B,43,54,93,D
3809,Female,17,D,38,82,54,F
3810,Female,18,A,53,50,25,F
3811,Male,20,D,64,45,84,D
3812,Male,17,A,70,26,48,F
3813,Male,17,E,51,79,29,F
3814,Female,17,B,77,49,,F
3815,Female,20,E,71,76,100,B
3816,Male,21,D,81,25,72,F
3817,Female,17,B,83,95,50,C
3818,Male,21,B,99,31,10,C
3819,Female,21,D,67,92,78,C
3820,Female,18,C,98,75,34,D
3821,Female,20,A,39,,27,F
3822,Male,18,A,94,71,88,B
3823,Male,17,A,38,58,30,F
3824,Male,21,A,40,44,84,F
3825,Male,20,D,,48,65,F
3826,Male,21,A,84,30,80,D
3827,Male,18,A,47,79,27,F
3828,Male,20,B,71,,40,F
3829,Male,18,A,69,100,87,B
3830,Male,17,D,48,37,33,F
3831,Male,20,A,,48,76,F
3832,Male,21,D,85,28,28,F
3833,Male,21,C,36,83,97,C
3834,Female,18,B,90,38,97,C
3835,Male,17,D,39,33,33,F
3836,Female,18,B,49,56,62,F
3837,Female,19,C,93,43,66,D
3838,Male,20,A,56,82,56,D
3839,Female,20,E,82,27,32,F
3840,Female,19,B,91,77,43,C
3841,Male,20,A,45,48,80,F
3842,Female,20,B,61,50,28,F
3843,Female,20,D,47,81,42,F
3844,Male,18,E,92,75,90,B
3845,Female,19,E,93,95,77,B
3846,Female,21,E,90,27,56,F
3847,Male,21,C,45,39,66,F
3848,Male,21,B,56,56,59,F
3849,Female,20,C,52,69,32,F
3850,Male,19,C,38,84,25,F
3851,Male,19,A,34,49,26,F
3852,Male,21,C,97,84,65,B
3853,Female,21,D,43,44,54,F
3854,Male,19,B,85,97,65,B
3855,Male,19,E,17,26,87,D
3856,Male,20,E,64,45,,D
3857,Female,18,D,74,88,50,C
3858,Male,20,D,94,67,33,D
3859,Male,20,D,60,100,43,D
3860,Male,20,C,50,2,50,F
3861,Male,17,E,68,43,32,F
3862,Female,21,B,40,25,50,F
3863,Female,20,A,88,78,32,D
3864,Male,19,B,33,38,44,F
3865,Male,17,A,59,60,93,C
3866,Female,21,D,96,39,55,D
3867,Female,17,C,48,69,51,F
3868,Female,20,B,26,85,51,F
3869,Female,21,E,61,65,48,F
3870,Male,18,A,38,82,29,F
3871,Male,18,C,56,44,27,F
3872,Male,20,B,89,72,59,C
3873,Female,21,C,95,94,90,A
3874,Female,20,B,37,63,45,F
3875,Female,18,E,27,81,48,F
3876,Female,20,C,43,58,99,D
3877,Female,20,E,27,30,92,F
3878,Female,21,A,2,45,63,D
3879,Female,20,C,46,99,42,D
3880,Male,20,A,34,74,84,D
3881,Male,19,D,61,92,51,D
3882,Male,18,C,100,96,92,A
3883,Female,19,C,33,46,41,F
3884,Female,20,C,49,,62,D
3885,Female,17,C,34,48,65,F
3886,Female,20,C,51,100,28,F
3887,Male,18,D,25,39,90,F
3888,Male,17,E,42,89,81,C
3889,Male,18,B,50,,61,D
3890,Male,17,E,85,73,30,D
3891,Female,21,A,41,45,44,F
3892,Female,21,D,27,93,80,D
3893,Female,17,A,25,76,80,D
3894,Female,17,B,57,73,45,F
3895,Male,17,B,46,,49,F
3896,Male,17,D,99,52,41,D
3897,Male,17,D,,74,43,F
3898,Female,19,B,37,28,40,F
3899,Female,17,A,93,85,100,A
3900,Male,20,A,78,85,90,B
3901,Female,20,C,31,69,35,F
3902,Male,20,D,99,44,86,C
3903,Male,17,C,70,36,26,F
3904,Male,19,C,33,83,42,F
3905,Male,21,D,47,79,74,D
3906,Female,18,B,88,26,59,F
3907,Male,20,E,93,68,90,B
3908,Female,18,D,34,95,74,D
3909,Female,17,A,77,30,81,D
3910,Female,21,B,35,62,61,F
3911,Male,19,B,31,71,56,F
3912,Female,17,A,10,49,76,D
3913,Female,17,E,20,35,59,F
3914,Male,19,B,,72,95,C
3915,Male,19,C,32,73,62,F
3916,Female,20,A,81,66,51,D
3917,Female,21,C,42,37,66,F
3918,Male,20,D,55,72,44,F
3919,Female,20,B,96,38,39,F
3920,Male,17,A,73,94,37,D
3921,Female,18,A,25,89,83,D
3922,Male,20,D,64,26,28,F
3923,Female,18,B,89,59,62,C
3924,Female,17,A,82,33,53,F
3925,Female,21,B,68,91,60,C
3926,Male,17,E,71,39,82,D
3927,Female,18,B,55,32,,F
3928,Female,18,C,93,45,81,C
3929,Male,18,A,9,83,29,F
3930,Female,18,A,68,39,,D
3931,Male,20,A,80,56,62,D
3932,Female,18,E,48,,26,F
3933,Male,19,B,,43,76,F
3934,Male,17,C,60,91,65,C
3935,Male,21,C,57,38,91,D
3936,Male,21,A,89,99,74,B
3937,Male,17,B,77,71,59,D
3938,Female,17,A,61,45,60,F
3939,Female,18,E,48,41,80,F
3940,Male,19,B,66,65,33,F
3941,Male,18,A,50,93,65,D
3942,Male,21,A,91,,73,D
3943,Female,17,B,58,62,58,F
3944,Male,21,B,78,40,54,F
3945,Female,17,E,44,46,49,F
3946,Male,21,E,51,38,81,F
3947,Female,17,D,36,9,98,D
3948,Male,21,C,,31,54,F
3949,Male,19,E,56,89,78,C
3950,Female,20,A,35,63,92,D
3951,Female,18,A,68,31,31,F
3952,Male,21,A,34,50,92,F
3953,Female,18,D,41,,97,D
3954,Male,21,A,95,44,96,C
3955,Female,19,E,24,58,44,D
3956,Female,18,E,72,,58,F
3957,Male,20,A,82,86,66,C
3958,Female,17,E,61,29,72,F
3959,Male,19,A,26,50,48,F
3960,Male,19,A,96,31,58,D
3961,Female,21,D,56,74,61,D
3962,Male,17,E,28,82,83,D
3963,Female,17,C,69,37,53,F
3964,Female,21,C,88,62,52,D
3965,Male,21,E,61,41,59,F
3966,Male,18,B,54,54,82,D
3967,Male,17,A,48,,41,F
3968,Female,17,C,99,75,86,B
3969,Male,17,E,30,51,36,F
3970,Male,18,A,81,75,77,C
3971,Male,21,A,31,59,46,F
3972,Female,19,B,87,75,60,C
3973,Female,20,D,88,50,74,C
3974,Female,21,A,47,47,33,F
3975,Male,21,B,38,91,96,C
3976,Male,21,A,29,71,79,F
3977,Male,21,E,30,48,,F
3978,Female,18,A,88,69,97,B
3979,Male,20,D,25,75,48,F
3980,Female,20,E,35,29,63,F
3981,Female,19,A,81,77,36,D
3982,Female,19,C,84,28,,F
3983,Male,20,D,40,99,57,D
3984,Male,18,B,37,95,80,C
3985,Female,18,A,54,32,85,F
3986,Male,18,D,51,,47,D
3987,Male,19,C,89,71,30,D
3988,Female,17,B,,91,55,C
3989,Male,17,E,30,55,16,F
3990,Male,20,D,30,90,42,F
3991,Male,18,A,,83,36,F
3992,Male,19,C,78,54,80,C
3993,Male,18,D,51,86,41,F
3994,Female,18,C,60,30,72,F
3995,Male,18,A,83,42,72,D
3996,Female,17,E,65,66,97,C
3997,Male,21,E,27,33,80,F
3998,Female,21,D,27,70,38,F
3999,Male,21,C,64,72,81,C
4000,Female,17,B,81,83,92,B
4001,Female,19,C,31,67,38,F
4002,Female,21,B,86,55,91,C
4003,Male,19,D,43,54,60,F
4004,Female,18,C,,46,76,C
4005,Female,17,C,88,,58,D
4006,Female,21,E,63,41,88,D
4007,Female,18,D,40,52,53,F
4008,Male,17,C,71,25,34,F
4009,Female,17,D,57,49,81,D
4010,Female,17,D,50,78,63,D
4011,Male,19,E,,73,84,B
4012,Male,17,C,33,39,78,F
4013,Male,18,A,62,78,36,F
4014,Male,20,E,27,54,100,D
4015,Male,20,A,55,79,59,D
4016,Male,17,A,56,27,79,F
4017,Male,21,A,75,95,39,D
4018,Male,18,B,88,54,87,C
4019,Female,20,E,33,99,70,D
4020,Male,18,C,88,62,57,D
4021,Female,21,C,76,38,72,D
4022,Female,20,E,73,42,91,D
4023,Female,19,E,60,71,82,C
4024,Male,21,B,87,33,91,C
4025,Male,19,B,82,98,47,C
4026,Female,20,C,79,35,50,F
4027,Female,21,A,68,68,63,D
4028,Male,20,C,67,54,48,F
4029,Male,17,E,27,75,69,F
4030,Female,20,C,30,38,66,F
4031,Female,19,C,39,93,42,F
4032,Female,18,D,90,67,97,B
4033,Female,17,E,26,87,93,D
4034,Male,18,B,58,99,45,D
4035,Male,21,E,50,42,33,F
4036,Female,19,E,53,41,28,F
4037,Female,19,E,68,44,53,F
4038,Male,17,C,65,94,70,C
4039,Female,19,D,7,50,94,F
4040,Female,18,D,85,67,78,C
4041,Female,21,B,85,93,47,C
4042,Male,18,C,67,72,38,F
4043,Male,17,A,32,28,48,F
4044,Male,20,A,91,82,94,B
4045,Female,20,D,49,50,,F
4046,Female,17,C,47,43,52,F
4047,Female,20,C,64,29,94,D
4048,Male,18,E,41,58,87,D
4049,Male,20,B,54,33,25,F
4050,Male,18,C,39,63,34,F
4051,Male,18,E,41,35,41,F
4052,Female,21,E,48,36,93,F
4053,Female,20,A,84,64,,F
4054,Female,20,C,84,31,66,D
4055,Male,17,D,78,40,98,C
4056,Male,18,A,88,48,54,D
4057,Male,20,B,58,,46,F
4058,Female,17,A,,33,40,F
4059,Male,21,B,80,64,96,B
4060,Male,18,B,42,96,,D
4061,Male,18,A,33,91,93,C
4062,Male,20,C,42,93,86,C
4063,Male,20,C,66,72,82,C
4064,Female,21,E,90,57,34,D
4065,Female,21,D,74,90,63,C
4066,Female,18,D,86,62,94,B
4067,Female,19,E,80,62,57,D
4068,Male,21,A,53,48,57,F
4069,Female,20,E,48,81,53,D
4070,Female,18,C,47,61,82,D
4071,Female,21,E,79,30,68,F
4072,Male,19,D,80,58,42,D
4073,Female,19,D,70,54,96,C
4074,Female,19,E,38,52,78,F
4075,Male,17,D,96,37,77,C
4076,Female,17,E,50,62,43,F
4077,Male,19,B,52,70,49,F
4078,Male,19,E,90,82,25,D
4079,Female,19,B,98,48,45,D
4080,Female,18,B,,98,35,C
4081,Female,18,A,83,55,24,C
4082,Female,19,B,52,63,35,F
4083,Female,19,C,48,90,57,D
4084,Female,21,B,92,46,100,C
4085,Male,21,C,90,83,78,B
4086,Male,18,D,63,44,,D
4087,Female,20,E,58,,83,F
4088,Female,20,E,28,73,58,F
4089,Male,18,C,97,100,96,A
4090,Male,19,E,33,47,59,F
4091,Female,19,C,39,88,88,C
4092,Female,19,A,64,41,54,F
4093,Male,21,E,80,,68,D
4094,Female,21,B,41,51,87,F
4095,Female,19,D,71,58,94,C
4096,Male,19,A,46,82,33,F
4097,Female,20,E,55,86,39,D
4098,Female,20,B,32,25,,F
4099,Female,20,D,83,57,97,C
4100,Male,20,E,84,47,89,C
4101,Female,17,B,47,78,99,C
4102,Male,18,A,,41,47,D
4103,Male,20,E,53,43,80,F
4104,Male,20,C,91,55,45,D
4105,Male,18,D,35,45,75,F
4106,Female,19,A,56,52,91,D
4107,Female,20,D,94,83,27,D
4108,Male,18,A,61,69,48,F
4109,Male,20,E,56,64,82,D
4110,Female,18,D,32,77,76,D
4111,Male,21,E,33,96,91,C
4112,Male,18,C,38,43,43,F
4113,Female,20,C,37,73,62,F
4114,Female,19,D,40,43,89,F
4115,Female,20,D,86,,29,F
4116,Female,18,E,25,38,88,F
4117,Female,18,A,91,38,97,C
4118,Male,21,C,65,32,95,D
4119,Female,17,E,78,37,71,D
4120,Female,18,D,92,95,94,A
4121,Female,21,B,67,25,28,F
4122,Male,19,C,37,89,94,C
4123,Male,21,A,,52,58,D
4124,Male,17,A,40,83,72,D
4125,Female,20,B,47,37,66,F
4126,Male,18,B,44,50,85,F
4127,Male,17,C,48,84,73,D
4128,Female,18,D,40,58,98,D
4129,Male,20,E,36,35,25,F
4130,Male,17,A,58,61,28,F
4131,Female,20,C,86,93,36,C
4132,Female,17,B,29,59,85,F
4133,Male,18,E,94,41,50,D
4134,Male,19,E,46,72,80,D
4135,Male,21,D,,34,43,F
4136,Male,19,A,59,73,62,D
4137,Female,20,C,49,62,87,D
4138,Female,19,A,52,88,33,F
4139,Female,19,A,46,40,66,F
4140,Male,19,D,90,36,75,D
4141,Male,19,E,77,36,83,D
4142,Male,17,B,93,63,88,B
4143,Male,21,B,100,61,29,D
4144,Male,20,E,75,47,59,D
4145,Male,20,B,35,64,60,F
4146,Male,18,C,53,68,73,D
4147,Female,20,D,31,90,26,F
4148,Male,21,A,87,62,26,F
4149,Male,18,B,48,98,45,D
4150,Male,21,B,57,35,59,F
4151,Male,20,C,43,86,55,D
4152,Male,21,B,31,49,45,F
4153,Female,17,E,42,69,44,F
4154,Female,18,E,,97,100,B
4155,Male,17,B,91,52,75,C
4156,Female,17,D,91,39,88,C
4157,Male,20,C,49,81,95,C
4158,Female,17,C,34,41,46,F
4159,Female,20,C,39,,85,F
4160,Female,21,C,72,42,74,D
4161,Male,20,D,61,44,70,F
4162,Female,17,A,45,100,72,C
4163,Male,17,B,55,58,82,D
4164,Male,18,C,,84,51,F
4165,Male,18,C,99,28,100,C
4166,Male,21,D,58,39,43,F
4167,Male,21,D,77,60,52,D
4168,Female,17,E,48,96,38,D
4169,Male,18,D,94,96,93,A
4170,Male,19,E,80,92,39,C
4171,Female,20,E,96,42,98,C
4172,Male,19,B,89,87,36,C
4173,Male,18,D,50,92,44,D
4174,Female,19,C,51,82,,D
4175,Male,20,C,29,84,43,F
4176,Female,18,B,8,,91,B
4177,Female,19,B,90,58,,C
4178,Male,18,B,55,74,99,C
4179,Male,20,C,62,91,20,D
4180,Male,20,E,100,60,82,B
4181,Female,19,D,75,99,87,B
4182,Male,17,A,49,52,32,F
4183,Female,21,B,38,89,100,C
4184,Female,20,A,52,29,57,F
4185,Male,19,D,66,97,60,C
4186,Male,19,D,54,53,51,F
4187,Male,19,B,45,33,53,F
4188,Male,19,B,59,86,28,F
4189,Male,19,C,86,98,66,B
4190,Female,18,C,77,70,45,D
4191,Male,20,D,45,69,90,D
4192,Female,17,C,55,98,58,C
4193,Male,17,C,69,33,36,F
4194,Female,18,E,73,88,89,B
4195,Male,21,A,49,63,90,D
4196,Male,19,A,32,33,65,F
4197,Female,18,D,49,43,30,F
4198,Female,19,E,85,66,67,C
4199,Female,18,C,99,27,50,F
4200,Female,18,B,52,19,25,F
4201,Male,18,B,87,96,,B
4202,Male,20,B,40,94,93,C
4203,Male,19,C,59,41,91,D
4204,Male,18,D,51,34,,F
4205,Male,18,C,88,25,53,F
4206,Male,20,A,34,85,38,F
4207,Male,17,E,39,97,65,D
4208,Male,21,A,44,42,73,F
4209,Male,20,D,36,26,89,F
4210,Male,18,D,25,77,72,F
4211,Female,20,A,90,27,94,C
4212,Female,18,D,40,91,46,F
4213,Male,18,E,,30,26,F
4214,Female,19,A,30,72,,F
4215,Male,17,A,95,87,47,C
4216,Female,21,A,48,90,78,C
4217,Female,18,C,47,44,77,F
4218,Male,17,E,34,80,56,F
4219,Female,20,A,99,26,87,C
4220,Female,21,B,58,57,82,D
4221,Female,17,D,64,44,71,F
4222,Female,20,C,48,91,60,D
4223,Female,20,D,45,36,98,F
4224,Male,17,A,43,72,91,D
4225,Male,17,E,97,73,85,B
4226,Male,19,B,62,28,55,F
4227,Male,17,D,32,43,,F
4228,Female,19,B,27,68,65,F
4229,Male,19,B,86,25,,F
4230,Female,17,A,100,66,26,D
4231,Male,19,A,40,59,78,F
4232,Male,17,E,76,43,44,F
4233,Male,21,E,86,48,45,F
4234,Female,18,D,99,79,74,B
4235,Male,20,D,35,49,31,F
4236,Male,17,A,26,85,76,D
4237,Male,21,C,50,82,93,C
4238,Male,17,A,85,,72,C
4239,Female,18,D,68,51,39,F
4240,Female,19,E,70,95,14,C
4241,Male,18,C,61,30,96,D
4242,Male,19,E,28,61,88,F
4243,Male,21,E,50,66,71,D
4244,Male,20,C,78,91,,B
4245,Male,20,B,42,31,45,F
4246,Female,21,E,54,88,86,C
4247,Female,20,D,75,29,36,F
4248,Female,21,E,76,91,82,B
4249,Female,19,E,,89,75,B
4250,Female,19,C,99,,50,D
4251,Male,20,E,79,29,37,F
4252,Male,20,C,61,85,27,F
4253,Female,20,E,83,50,98,C
4254,Male,17,B,31,94,30,F
4255,Male,19,A,82,36,50,F
4256,Female,17,B,34,26,69,F
4257,Female,17,B,26,81,97,D
4258,Female,19,A,63,53,3,D
4259,Male,20,B,28,26,72,F
4260,Female,21,E,,64,61,C
4261,Male,19,E,,62,32,F
4262,Female,21,C,27,48,53,F
4263,Male,19,A,45,86,35,F
4264,Female,18,B,51,78,52,D
4265,Female,21,A,77,87,58,C
4266,Female,21,D,95,36,85,C
4267,Female,20,C,29,60,57,F
4268,Male,18,A,69,50,50,F
4269,Female,20,D,33,58,,F
4270,Female,18,D,60,78,,F
4271,Male,21,C,36,49,88,F
4272,Female,19,D,79,89,74,B
4273,Male,19,E,28,97,77,D
4274,Female,18,D,83,71,86,B
4275,Male,20,A,36,69,79,D
4276,Male,17,E,32,51,25,F
4277,Female,17,B,52,33,75,F
4278,Female,17,E,57,53,,D
4279,Female,19,A,56,39,53,F
4280,Female,20,D,93,69,88,B
4281,Male,18,E,96,37,62,D
4282,Male,20,A,66,30,54,F
4283,Female,17,B,25,94,70,D
4284,Male,17,C,54,27,37,F
4285,Female,17,A,68,56,77,D
4286,Female,20,E,76,33,49,F
4287,Male,20,D,63,50,77,D
4288,Female,19,B,28,100,60,D
4289,Male,19,E,51,100,89,B
4290,Male,17,B,58,37,87,D
4291,Female,19,B,84,33,67,D
4292,Female,21,C,89,46,88,C
4293,Female,19,D,79,87,94,B
4294,Male,21,A,56,92,45,D
4295,Female,21,B,84,100,56,B
4296,Female,18,B,27,62,59,F
4297,Female,17,D,88,40,89,C
4298,Male,17,D,94,50,100,B
4299,Male,19,E,34,75,59,F
4300,Male,21,C,91,98,91,A
4301,Female,19,B,94,60,43,D
4302,Male,18,D,71,,98,B
4303,Male,18,E,85,27,73,D
4304,Male,21,E,73,54,,F
4305,Male,19,C,82,49,82,C
4306,Female,21,E,88,51,68,D
4307,Female,18,C,41,63,,D
4308,Male,18,A,85,34,97,C
4309,Male,18,E,32,56,52,F
4310,Female,18,C,,77,50,C
4311,Female,17,C,78,74,29,D
4312,Female,19,E,91,59,75,C
4313,Female,21,E,90,27,25,F
4314,Female,19,B,36,81,44,F
